Title,Actors,Directors,Genre,IMDb_Rating,Plot,Poster_Image,Link
Narco-Saints,"['Ha Jung-woo', 'Hwang Jung-min', 'Park Hae-soo', 'Jo Woo-jin', 'Yoo Yeon-seok', 'Kim Min-gwi', 'Chang Chen']",['Yoon Jong-bin'],"['Thriller', 'Crime']",7.2,The life-threatening journey of a civilian businessman who has no choice but to cooperate with the secret operation of the National Intelligence Service.  The life-threatening journey of a civilian businessman who has no choice but to cooperate with the secret operation of the National Intelligence Service. ,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Narco-Saints_TV_series_poster.jpg/250px-Narco-Saints_TV_series_poster.jpg,https://en.wikipedia.org/wiki/Narco-Saints
Navillera (TV series),"['Park In-hwan', 'Song Kang', 'Na Moon-hee', 'Hong Seung-hee']",['Han Dong-hwa'],['Drama'],8.7,A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.  A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos. ,https://upload.wikimedia.org/wikipedia/en/thumb/5/50/Navillera_TV_series.jpg/220px-Navillera_TV_series.jpg,https://en.wikipedia.org/wiki/Navillera_(TV_series)
Never Twice,"['Park Se-wan', 'Kwak Dong-yeon', 'Youn Yuh-jung', 'Oh Ji-ho', 'Ye Ji-won', 'Park Ah-in', 'Song Won-seok']",['Choi Won-suk'],"['Comedy', 'Family', 'Drama']",7.1,"The series follows the story of the long-term guests at Paradise Inn, located in the heart of Seoul. From the first room to the sixth room, all the guests are different in age, gender, and even where they grew up.   The series follows the story of the long-term guests at Paradise Inn, located in the heart of Seoul. From the first room to the sixth room, all the guests are different in age, gender, and even where they grew up. ",https://upload.wikimedia.org/wikipedia/en/thumb/5/52/Never_Twice.jpg/220px-Never_Twice.jpg,https://en.wikipedia.org/wiki/Never_Twice
Nevertheless (TV series),"['Han So-hee', 'Song Kang']",['Kim Ga-ram'],['Romance'],7.1,The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship.  The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship. ,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Nevertheless_%28TV_series%29.jpg/220px-Nevertheless_%28TV_series%29.jpg,https://en.wikipedia.org/wiki/Nevertheless_(TV_series)
New Heart,"['Ji Sung', 'Kim Min-jung', 'Cho Jae-hyun', 'Lee Ji-hoon']",['Park Hong-kyun'],"['Medical drama', 'Romance']",7.8,The misadventures of an author-turned-innkeeper and his friends in rural Vermont.  The misadventures of an author-turned-innkeeper and his friends in rural Vermont. ,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/New_Heart-poster.jpg/220px-New_Heart-poster.jpg,https://en.wikipedia.org/wiki/New_Heart
New Tales of Gisaeng,"['Im Soo-hyang', 'Sung Hoon', 'Han Hye-rin']","['Lee Young-hee', 'Son Moon-kwon']","['Romance, Melodrama']",7.6,"It depicts the love, sadness and pain of people surrounding a gisaeng house, where only VIPs can enter.  It depicts the love, sadness and pain of people surrounding a gisaeng house, where only VIPs can enter. ",https://upload.wikimedia.org/wikipedia/en/thumb/3/38/New_Tales_of_Gisaeng-poster.jpg/220px-New_Tales_of_Gisaeng-poster.jpg,https://en.wikipedia.org/wiki/New_Tales_of_Gisaeng
Nice Witch,"['Lee Da-hae', 'Ryu Soo-young', 'Ahn Woo-yeon', 'Bae Soo-bin', 'Yoon Se-ah']",['Oh Se-Gang'],"['Family', 'Melodrama']",7.3,"""Good Witch"" will take viewers on a new magical journey with Cassie Nightingale and her daughter Grace. When Dr. Sam Radford moves in next door to Grey House with his son, they are charmed by the 'magical' mother-daughter duo.   ""Good Witch"" will take viewers on a new magical journey with Cassie Nightingale and her daughter Grace. When Dr. Sam Radford moves in next door to Grey House with his son, they are charmed by the 'magical' mother-daughter duo. ",https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Good_Witch_poster.jpg/220px-Good_Witch_poster.jpg,https://en.wikipedia.org/wiki/Nice_Witch
Night Has Come,"['Lee Jae-in', 'Kim Woo Seok', 'Choi Ye-bin', 'Cha Woo-min', 'Ahn Ji-ho', 'Jung So-ri']",['Lim Dae-woong'],"['Thriller', 'Mystery', 'Revenge', 'Horror', 'Slasher']",7.1,A mystery high-teen death game in which a mafia game takes place for students in Class 2 and 3 who left the retreat and the intense psychological warfare of cheating and deception and the breathtaking tension.   A mystery high-teen death game in which a mafia game takes place for students in Class 2 and 3 who left the retreat and the intense psychological warfare of cheating and deception and the breathtaking tension. ,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Night_Has_Come_poster.png/250px-Night_Has_Come_poster.png,https://en.wikipedia.org/wiki/Night_Has_Come
Night Light (TV series),"['Lee Yo-won', 'Jin Goo', 'Uee']",['Lee Jae-dong'],['Melodrama'],6.6,"The drama is about ambitious people clamoring to claim more power and success for themselves: an ambitious woman, a man born in a wealthy family and another woman who wants to escape from her poor background.   The drama is about ambitious people clamoring to claim more power and success for themselves: an ambitious woman, a man born in a wealthy family and another woman who wants to escape from her poor background. ",https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/Night_Light_Poster.jpg/220px-Night_Light_Poster.jpg,https://en.wikipedia.org/wiki/Night_Light_(TV_series)
Nine (TV series),"['Lee Jin-wook', 'Jo Yoon-hee']",['Kim Byung-soo'],"['Romance', 'Time travel', 'Mystery']",6.5,"Nine survivors from a bank heist gather regularly, haunted by memories. Flashbacks unveil the story as two incarcerated perpetrators and a surviving officer grapple with the aftermath's impact on all involved.   Nine survivors from a bank heist gather regularly, haunted by memories. Flashbacks unveil the story as two incarcerated perpetrators and a surviving officer grapple with the aftermath's impact on all involved. ",https://upload.wikimedia.org/wikipedia/en/thumb/d/de/Nine_Time_Travels-poster.jpg/220px-Nine_Time_Travels-poster.jpg,https://en.wikipedia.org/wiki/Nine_(TV_series)
No Gain No Love,"['Shin Min-a', 'Kim Young-dae', 'Lee Sang-yi', 'Han Ji-hyun']",['Kim Jeong-sik'],['Romantic comedy'],7.6,"Follows a woman who embarks on a journey of self-discovery and personal growth, navigating the complexities of life and relationships while pursuing her dreams.  Follows a woman who embarks on a journey of self-discovery and personal growth, navigating the complexities of life and relationships while pursuing her dreams. ",https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/No_Gain_No_Love.png/250px-No_Gain_No_Love.png,https://en.wikipedia.org/wiki/No_Gain_No_Love
No Matter What (TV series),"['Na Hye-mi', 'Choi Woong', 'Jung Min-ah', 'Kim Jung-heon']",['Sung Joon-hae'],"['Family drama', 'Romance', 'Comedy drama']",7.8,"There are four young men and women who try to fiercely overcome the difficulties while fighting against the prejudices of the world. Bo Ra, a rising weather caster, Dae Ro, a passionate delivery boy and a youth creator, Ah Ri, a fearless broadcasting writer, and Jun Soo, sharp-te... Read all   There are four young men and women who try to fiercely overcome the difficulties while fighting against the prejudices of the world. Bo Ra, a rising weather caster, Dae Ro, a passionate delivery boy and a youth creator, Ah Ri, a fearless broadcasting writer, and Jun Soo, sharp-te... Read all Read all  ",https://upload.wikimedia.org/wikipedia/en/thumb/4/49/No_Matter_What_Anyone_Says.jpg/220px-No_Matter_What_Anyone_Says.jpg,https://en.wikipedia.org/wiki/No_Matter_What_(TV_series)
No Way Out: The Roulette,"['Cho Jin-woong', 'Yoo Jae-myung', 'Kim Mu-yeol', 'Yum Jung-ah', 'Sung Yoo-bin', 'Greg Hsu', 'Lee Kwang-soo', 'Kim Sung-cheol']",['Choi Kook-hee'],"['Mystery', 'Thriller']",6.7,"When an unprecedented heinous criminal is released from prison, a public bounty with a payout of 20 billion won is offered for his murder.  When an unprecedented heinous criminal is released from prison, a public bounty with a payout of 20 billion won is offered for his murder. ",https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/No_Way_Out_The_Roulette_poster.png/250px-No_Way_Out_The_Roulette_poster.png,https://en.wikipedia.org/wiki/No_Way_Out:_The_Roulette
"No, Thank You","['Park Ha-sun', 'Kwon Yul', 'Moon Hee-kyung']",['Lee Kwang-young'],['Drama'],7.2,"As a daughter-in-law, Min Sa-rin faces various challenges with her husband's family in today's society.  As a daughter-in-law, Min Sa-rin faces various challenges with her husband's family in today's society. ",https://upload.wikimedia.org/wikipedia/en/thumb/a/aa/No%2C_Thank_You.jpg/220px-No%2C_Thank_You.jpg,"https://en.wikipedia.org/wiki/No,_Thank_You"
"Noble, My Love","['Sung Hoon', 'Kim Jae-kyung']",['Kim Yang-hee'],"['Romance', 'Comedy']",6.9,The lives of a humble veterinarian and a rich CEO collide after an unfortunate event.  The lives of a humble veterinarian and a rich CEO collide after an unfortunate event. ,No image,"https://en.wikipedia.org/wiki/Noble,_My_Love"
Nobody Knows (TV series),"['Kim Seo-hyung', 'Ryu Deok-hwan', 'Park Hoon', 'Ahn Ji-ho']",['Lee Jeong-heum'],"['Crime', 'Mystery', 'Melodrama']",7.8,"Still haunted by the death of her friend who was murdered 19 years ago by the infamous Stigmata serial killer, detective Cha Young Jin is determined to catch the culprit.  Still haunted by the death of her friend who was murdered 19 years ago by the infamous Stigmata serial killer, detective Cha Young Jin is determined to catch the culprit. ",https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Nobody_Knows_2020.jpg/220px-Nobody_Knows_2020.jpg,https://en.wikipedia.org/wiki/Nobody_Knows_(TV_series)
Nokdu Flower,"['Jo Jung-suk', 'Yoon Shi-yoon', 'Han Ye-ri']",['Shin Kyung-soo'],['Historical period drama'],7.7,Set during the Donghak Peasant Revolution which took place from 1894--1895. Two half-brothers fight on opposite sides of this rebellion.  Set during the Donghak Peasant Revolution which took place from 1894--1895. Two half-brothers fight on opposite sides of this rebellion. ,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Nokdu_Flower.jpg/220px-Nokdu_Flower.jpg,https://en.wikipedia.org/wiki/Nokdu_Flower
Not Others,"['Jeon Hye-jin', 'Choi Soo-young', 'Ahn Jae-wook', 'Park Sung-hoon']",['Lee Min-woo'],"['Comedy drama', 'Family']",7.4,The story of a reckless mother and a cool daughter living together without countermeasures.  The story of a reckless mother and a cool daughter living together without countermeasures. ,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Not_Others.jpeg/250px-Not_Others.jpeg,https://en.wikipedia.org/wiki/Not_Others
Nothing Uncovered,"['Kim Ha-neul', 'Yeon Woo-jin', 'Jang Seung-jo']","['Lee Ho [ko]', 'Lee Hyun-kyung']","['Melodrama', 'Thriller', 'Romance']",6.3,A melodramatic chase thriller that tells the story of special reporter Seo Jeong-won and detective Kim Tae-heon tracking down a murder case.  A melodramatic chase thriller that tells the story of special reporter Seo Jeong-won and detective Kim Tae-heon tracking down a murder case. ,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Nothing_Uncovered_poster.png/250px-Nothing_Uncovered_poster.png,https://en.wikipedia.org/wiki/Nothing_Uncovered
"Now, We Are Breaking Up","['Song Hye-kyo', 'Jang Ki-yong', 'Choi Hee-seo', 'Kim Joo-hun']",['Lee Gil-bok'],['Romantic drama'],6.4,The series is story of love and break ups in the romantic world. It illustrates the present scenario in the context of fashion industry  The series is story of love and break ups in the romantic world. It illustrates the present scenario in the context of fashion industry ,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Now%2C_We_Are_Breaking_Up.jpg/250px-Now%2C_We_Are_Breaking_Up.jpg,"https://en.wikipedia.org/wiki/Now,_We_Are_Breaking_Up"
Numbers (South Korean TV series),"['Kim Myung-soo', 'Choi Jin-hyuk', 'Choi Min-soo', 'Yeonwoo', 'Kim Yoo-ri']",['Kim Chil-bong'],"['Workplace', 'Action', 'Revenge drama', 'Romance']",7.1,"The story of Jang Ho-woo, a high school graduate accountant, realizing justice against the absurdity of a giant accounting firm.  The story of Jang Ho-woo, a high school graduate accountant, realizing justice against the absurdity of a giant accounting firm. ",https://upload.wikimedia.org/wikipedia/en/7/7d/Numbers_%28South_Korean_TV_series%29.png,https://en.wikipedia.org/wiki/Numbers_(South_Korean_TV_series)
Oasis (South Korean TV series),"['Jang Dong-yoon', 'Seol In-ah', 'Choo Young-woo']",['Han Hee'],"['Melodrama', 'Period drama', 'Romance', 'Coming-of-age']",7.1,"A period drama set in a turbulent Republic of Korea from the 1980s to the 1990s. It contains the fierce life, revenge and conflict of young people who had to live after power and wealth regardless of means or means in wrong social values.   A period drama set in a turbulent Republic of Korea from the 1980s to the 1990s. It contains the fierce life, revenge and conflict of young people who had to live after power and wealth regardless of means or means in wrong social values. ",https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/Oasis_%28South_Korean_TV_series%29_poster.jpg/250px-Oasis_%28South_Korean_TV_series%29_poster.jpg,https://en.wikipedia.org/wiki/Oasis_(South_Korean_TV_series)
Oh My Baby,"['Jang Na-ra', 'Go Jun', 'Park Byung-eun', 'Jung Gun-joo']",['Nam Ki-hoon'],['Romantic comedy'],7,"Jang Ha Ri is a 39-year-old single woman and a workaholic who has not been in a relationship for over 10 years but wants to have a baby of her own. Just when she has given up on love and marriage, three men appear in front of her.   Jang Ha Ri is a 39-year-old single woman and a workaholic who has not been in a relationship for over 10 years but wants to have a baby of her own. Just when she has given up on love and marriage, three men appear in front of her. ",https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Oh_My_Baby.jpg/220px-Oh_My_Baby.jpg,https://en.wikipedia.org/wiki/Oh_My_Baby
Oh My Ghost (South Korean TV series),"['Park Bo-young', 'Jo Jung-suk', 'Lim Ju-hwan', 'Kim Seul-gi']",['Yoo Je-won'],"['Romance', 'Comedy drama', 'Thriller']",8,"Timid Na Bong Sun gets possessed by the ghost of a confident young woman who seeks to solve her one unfinished business by hooking up with Bong Sun's boss, famous chef Kang Sun Woo.  Timid Na Bong Sun gets possessed by the ghost of a confident young woman who seeks to solve her one unfinished business by hooking up with Bong Sun's boss, famous chef Kang Sun Woo. ",https://upload.wikimedia.org/wikipedia/en/thumb/0/0b/Oh_My_Ghostess_promotional_poster.jpg/220px-Oh_My_Ghostess_promotional_poster.jpg,https://en.wikipedia.org/wiki/Oh_My_Ghost_(South_Korean_TV_series)
Oh My Ladylord,"['Lee Min-ki', 'Nana', 'Kang Min Hyuk']",['Oh Da-young'],"['Romantic comedy', 'Drama', 'Fantasy']",6,"A romantic comedy about a thriller dramas screenwriter and an actress that specializes in romantic comedy. While the writer chooses not to date, the actress cannot seem to date.  A romantic comedy about a thriller dramas screenwriter and an actress that specializes in romantic comedy. While the writer chooses not to date, the actress cannot seem to date. ",https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Oh%21_Master.jpg/220px-Oh%21_Master.jpg,https://en.wikipedia.org/wiki/Oh_My_Ladylord
Oh My Venus,"['So Ji-sub', 'Shin Min-a']","['Kim Hyung-suk', 'Lee Na-jeong']","['Romance', 'Drama', 'Comedy', 'Fitness']",7.7,A lawyer in her thirties coming out of a long relationship decides to regain her figure and health after meeting a renowned personal trainer who obsesses with leading a healthy lifestyle after suffering a serious injury in his childhood.   A lawyer in her thirties coming out of a long relationship decides to regain her figure and health after meeting a renowned personal trainer who obsesses with leading a healthy lifestyle after suffering a serious injury in his childhood. ,https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Oh_My_Venus_%28%EC%98%A4_%EB%A7%88%EC%9D%B4_%EB%B9%84%EB%84%88%EC%8A%A4%29_Promotional_poster.jpg/250px-Oh_My_Venus_%28%EC%98%A4_%EB%A7%88%EC%9D%B4_%EB%B9%84%EB%84%88%EC%8A%A4%29_Promotional_poster.jpg,https://en.wikipedia.org/wiki/Oh_My_Venus
Oh! My Lady,"['Chae Rim', 'Choi Si-won']",['Park Young-soo'],"['Romance, Comedy']",6.9,"Series Outline: Sung Min Woo is the top male star in Korea due to his good looks and singing talent. Ambitious, he moved into TV dramas which he helps with his star power and hinders with his terrible acting. He also has an exploitative, unethical manager. Yoon Gae Hwa is a house... Read all   Series Outline: Sung Min Woo is the top male star in Korea due to his good looks and singing talent. Ambitious, he moved into TV dramas which he helps with his star power and hinders with his terrible acting. He also has an exploitative, unethical manager. Yoon Gae Hwa is a house... Read all Read all  ",https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Oh%21_My_Lady-poster.jpg/220px-Oh%21_My_Lady-poster.jpg,https://en.wikipedia.org/wiki/Oh!_My_Lady
Oh! Youngsim,"['Song Ha-yoon', 'Lee Donghae', 'Lee Min-jae', 'Jung Woo-yeon']","['Oh Hwan-min', 'Kim Kyung-eun']",['Romantic comedy'],6.1,"""Oh. Young-shim"" tells the story of Young-shim's 30s before the word 'middle school second-grade disease' was born, a story of the adolescence feverish with life and love.  ""Oh. Young-shim"" tells the story of Young-shim's 30s before the word 'middle school second-grade disease' was born, a story of the adolescence feverish with life and love. ",https://upload.wikimedia.org/wikipedia/en/thumb/7/79/Oh%21_Young-shim.jpeg/220px-Oh%21_Young-shim.jpeg,https://en.wikipedia.org/wiki/Oh!_Youngsim
"Oh, the Mysterious","['Yoon Kyun-sang', 'Jung Hye-sung']",['Shin Kyung-soo'],['Crime'],6.7,"Kim Jong Sam was falsely accused of a crime and imprisoned. Because of that he has spent ten years on death row. Somehow he escapes out of prison and becomes a fake cop, (Oh Il Seung). Then sets out to find a hidden amount of 100 billion won (about 100 million dollars) on behalf ... Read all   Kim Jong Sam was falsely accused of a crime and imprisoned. Because of that he has spent ten years on death row. Somehow he escapes out of prison and becomes a fake cop, (Oh Il Seung). Then sets out to find a hidden amount of 100 billion won (about 100 million dollars) on behalf ... Read all Read all  ",https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Oh%2C_the_Mysterious_%28Doubtful_Victory%29.jpg/220px-Oh%2C_the_Mysterious_%28Doubtful_Victory%29.jpg,"https://en.wikipedia.org/wiki/Oh,_the_Mysterious"
Ohlala Couple,"['Kim Jung-eun', 'Shin Hyun-joon', 'Han Jae-suk', 'Han Chae-ah']","['Lee Jung-sub', 'Jeon Woo-sung']","['Romance, Comedy']",6.5,A married couple try to decide if they should stay together or go their separate ways in this soul swapping fantasy Korean TV melodrama.  A married couple try to decide if they should stay together or go their separate ways in this soul swapping fantasy Korean TV melodrama. ,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Ohlala_Couple-poster.jpg/220px-Ohlala_Couple-poster.jpg,https://en.wikipedia.org/wiki/Ohlala_Couple
Ojakgyo Family,"['Uee', 'Joo Won', 'Ryu Soo-young', 'Choi Jung-yoon']",['Ki Min-soo'],"['Comedy', 'Romance', 'Family', 'Drama']",7.9,"The Hwangs and their four sons have been living in Ojakgyo Farm for ten years when Baek Ja Eun, daughter of the former owner, arrives at their front step staking a claim to the property, throwing their lives into disarray.   The Hwangs and their four sons have been living in Ojakgyo Farm for ten years when Baek Ja Eun, daughter of the former owner, arrives at their front step staking a claim to the property, throwing their lives into disarray. ",https://upload.wikimedia.org/wikipedia/en/thumb/9/99/KBS2_Ojakgyo_Brothers.jpg/220px-KBS2_Ojakgyo_Brothers.jpg,https://en.wikipedia.org/wiki/Ojakgyo_Family
On the Verge of Insanity,"['Jung Jae-young', 'Moon So-ri', 'Lee Sang-yeob', 'Kim Ga-eun']",['Choi Jung-in'],"['Comedy', 'Workplace']",7.7,It follows the story of middle-aged office workers struggling to survive in a turbulent workplace.  It follows the story of middle-aged office workers struggling to survive in a turbulent workplace. ,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/On_the_Verge_of_Insanity.jpg/220px-On_the_Verge_of_Insanity.jpg,https://en.wikipedia.org/wiki/On_the_Verge_of_Insanity
Once Again (South Korean TV series),"['Lee Sang-yeob', 'Lee Min-jung']",['Lee Jae-sang'],"['Drama', 'Melodrama']",8.2,"A story about love and family based on the Song Family, who never have a peaceful day.  A story about love and family based on the Song Family, who never have a peaceful day. ",https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Once_Again_2020.jpg/220px-Once_Again_2020.jpg,https://en.wikipedia.org/wiki/Once_Again_(South_Korean_TV_series)
Once Upon a Small Town,"['Park Soo-young', 'Choo Young-woo', 'Baek Sung-chul', 'Jung Suk-yong']",['Kwon Seok-jang'],['Romantic comedy'],7,"A city veterinarian moves to the countryside where he meets a policewoman, a town insider with a friendly secret.  A city veterinarian moves to the countryside where he meets a policewoman, a town insider with a friendly secret. ",https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Once_Upon_a_Small_Town.jpg/220px-Once_Upon_a_Small_Town.jpg,https://en.wikipedia.org/wiki/Once_Upon_a_Small_Town
One Dollar Lawyer,"['Namkoong Min', 'Kim Ji-eun', 'Choi Dae-hoon', 'Lee Deok-hwa', 'Park Jin-woo']","['Kim Jae-hyun', 'Shin Jung-hoon']","['Legal drama', 'Comedy']",7.9,"A story of a lawyer with unusual style who only charges 1,000 won (roughly 1 dollar) for his service to fight for clients that are up against the richest and most privileged.  A story of a lawyer with unusual style who only charges 1,000 won (roughly 1 dollar) for his service to fight for clients that are up against the richest and most privileged. ",https://upload.wikimedia.org/wikipedia/en/thumb/0/02/One_Dollar_Lawyer.jpeg/220px-One_Dollar_Lawyer.jpeg,https://en.wikipedia.org/wiki/One_Dollar_Lawyer
One Fine Day (South Korean TV series),"['Gong Yoo', 'Sung Yu-ri', 'Namkoong Min', 'Lee Yeon-hee']",['Shin Hyun-chang'],"['Romance', 'Melodrama']",6.7,"A brother and sister are separated when their parents die in a car accident. 15 years later, with Seo Gun living in Australia and Park Hae-won living in South Korea, fate reunites them.  A brother and sister are separated when their parents die in a car accident. 15 years later, with Seo Gun living in Australia and Park Hae-won living in South Korea, fate reunites them. ",https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/One_Fine_Day_TV_poster.jpeg/220px-One_Fine_Day_TV_poster.jpeg,https://en.wikipedia.org/wiki/One_Fine_Day_(South_Korean_TV_series)
One Mom and Three Dads,"['Eugene', 'Jo Hyun-jae', 'Jae Hee', 'Shin Sung-rok']","['Lee Jae-sang', 'Kim Jung-gyu']","['Romance', 'Comedy']",7.2,"Song Na-Young, a 29-old-single mom, goes through the baby care with help of three best friends of her late husband. Na-Young, born with natural optimism and somewhat recklessness, just lost her husband and depends on three distinctive characters. Han Su-Hyung is a competent fund ... Read all   Song Na-Young, a 29-old-single mom, goes through the baby care with help of three best friends of her late husband. Na-Young, born with natural optimism and somewhat recklessness, just lost her husband and depends on three distinctive characters. Han Su-Hyung is a competent fund ... Read all Read all  ",https://upload.wikimedia.org/wikipedia/en/thumb/2/22/One_Mom_and_Three_Dads-poster.jpg/220px-One_Mom_and_Three_Dads-poster.jpg,https://en.wikipedia.org/wiki/One_Mom_and_Three_Dads
One More Happy Ending,"['Jang Na-ra', 'Jung Kyung-ho', 'Yoo In-na', 'Kwon Yul', 'Yoo Da-in', 'Seo In-young']",['Kwon Sung-Chan'],['Romantic comedy'],7.3,Former members of a girl band pursue romance with various suitors while coming to terms with their waning celebrity statuses and ever-evolving relationships with one another.  Former members of a girl band pursue romance with various suitors while coming to terms with their waning celebrity statuses and ever-evolving relationships with one another. ,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/One_More_Happy_Ending_%28%ED%95%9C%EB%B2%88_%EB%8D%94_%ED%95%B4%ED%94%BC%EC%97%94%EB%94%A9%29_Promotional_poster.jpg/220px-One_More_Happy_Ending_%28%ED%95%9C%EB%B2%88_%EB%8D%94_%ED%95%B4%ED%94%BC%EC%97%94%EB%94%A9%29_Promotional_poster.jpg,https://en.wikipedia.org/wiki/One_More_Happy_Ending
One Ordinary Day,"['Kim Soo-hyun', 'Cha Seung-won', 'Kim Sung-kyu']",['Lee Myung-woo'],"['Crime', 'Thriller', 'Legal']",8.1,"A remake of the BBC drama ""Criminal Justice"" that delves into the criminal justice system through the story of two men surrounding a woman's murder.  A remake of the BBC drama ""Criminal Justice"" that delves into the criminal justice system through the story of two men surrounding a woman's murder. ",https://upload.wikimedia.org/wikipedia/en/thumb/d/df/One_Ordinary_Day_poster.jpg/220px-One_Ordinary_Day_poster.jpg,https://en.wikipedia.org/wiki/One_Ordinary_Day
One Spring Night,"['Han Ji-min', 'Jung Hae-in']",['Ahn Pan-seok'],"['Romance', 'Drama']",7.9,"A couple in their 30s has dated for many years. When they begin to discuss marriage, they begin to look upon their relationship in a different light.  A couple in their 30s has dated for many years. When they begin to discuss marriage, they begin to look upon their relationship in a different light. ",https://upload.wikimedia.org/wikipedia/en/thumb/6/63/One_Spring_Night.jpg/220px-One_Spring_Night.jpg,https://en.wikipedia.org/wiki/One_Spring_Night
One Sunny Day,"['So Ji-sub', 'Kim Ji-won']",['Kwon Hyuk-chan'],['Romance'],7,Follows the story of a man who goes to Jeju Island and meets a new person.  Follows the story of a man who goes to Jeju Island and meets a new person. ,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/One_Sunny_Day_%28%EC%A2%8B%EC%9D%80_%EB%82%A0%29.jpg/220px-One_Sunny_Day_%28%EC%A2%8B%EC%9D%80_%EB%82%A0%29.jpg,https://en.wikipedia.org/wiki/One_Sunny_Day
One the Woman,"['Lee Hanee', 'Lee Sang-yoon', 'Jin Seo-yeon', 'Lee Won-geun']",['Choi Hyeong-hun'],"['Romantic comedy', 'Drama', 'Action', 'Mystery', 'Thriller', 'Suspense', 'Crime', 'Law']",7.2,"Tells the story of a tough and rogue female prosecutor, who one day loses all of her memories and changes places with a conservative housewife who looks just like her.  Tells the story of a tough and rogue female prosecutor, who one day loses all of her memories and changes places with a conservative housewife who looks just like her. ",https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/One_the_Woman.jpg/220px-One_the_Woman.jpg,https://en.wikipedia.org/wiki/One_the_Woman
One Warm Word,"['Han Hye-jin', 'Ji Jin-hee', 'Kim Ji-soo', 'Lee Sang-woo']",['Choi Young-hoon'],"['Romance', 'Melodrama']",7.1,"Na Eun Jin (Han Hye Jin) is a hardworking, positive, and bright woman who encounters feeling of disappointment because of her cheating husband (Lee Sang Woo) and other events, which makes her find the new side of herself. Meanwhile, Yoo Jae Hak (Ji Jin Hee) is a successful CEO, r... Read all   Na Eun Jin (Han Hye Jin) is a hardworking, positive, and bright woman who encounters feeling of disappointment because of her cheating husband (Lee Sang Woo) and other events, which makes her find the new side of herself. Meanwhile, Yoo Jae Hak (Ji Jin Hee) is a successful CEO, r... Read all Read all  ",https://upload.wikimedia.org/wikipedia/en/thumb/4/4d/One_Warm_Word.jpg/220px-One_Warm_Word.jpg,https://en.wikipedia.org/wiki/One_Warm_Word
One Well-Raised Daughter,"['Park Han-byul', 'Lee Tae-gon', 'Jung Eun-woo', 'Yoon Se-in']",['Jo Young-kwang'],"['Romance', 'Family', 'Melodrama']",7.5,"To insure the inheritance of their family business, parents of four girls decide to raise their youngest daughter as a boy.  To insure the inheritance of their family business, parents of four girls decide to raise their youngest daughter as a boy. ",https://upload.wikimedia.org/wikipedia/en/thumb/3/30/WellGrownDaughterHanaposter.jpg/220px-WellGrownDaughterHanaposter.jpg,https://en.wikipedia.org/wiki/One_Well-Raised_Daughter
Only Because It's You,"['Yoon Hae-young', 'Yoon Ji-min', 'Lee Jae-hwang', 'Park Hyuk-kwon']",['Shin Kyung-soo'],"['Romance', 'Melodrama', 'Family']",7.1,"Elisabeth meets the love of her life on her bachelorette night, and the weekend they spend together is the beginning of the end.  Elisabeth meets the love of her life on her bachelorette night, and the weekend they spend together is the beginning of the end. ",No image,https://en.wikipedia.org/wiki/Only_Because_It%27s_You
